-72.715325,-49.529873333333335,datetime.time(12, 52, 27)
-72.71533833333334,-49.529918333333335,datetime.time(12, 52, 29)
-72.71534666666666,-49.52995166666667,datetime.time(12, 52, 31)
-72.715365,-49.530006666666665,datetime.time(12, 52, 33)
-72.715375,-49.530053333333335,datetime.time(12, 52, 35)
-72.71538333333334,-49.530098333333335,datetime.time(12, 52, 37)
-72.71539166666666,-49.530145,datetime.time(12, 52, 39)
-72.71539833333334,-49.53019166666667,datetime.time(12, 52, 41)
-72.7154,-49.53023666666667,datetime.time(12, 52, 43)
-72.71540166666666,-49.53028166666667,datetime.time(12, 52, 45)
-72.71540166666666,-49.53032833333334,datetime.time(12, 52, 47)
-72.7154,-49.530361666666664,datetime.time(12, 52, 49)
-72.71540166666666,-49.53041666666667,datetime.time(12, 52, 51)
-72.715405,-49.53046333333333,datetime.time(12, 52, 53)
-72.71540333333333,-49.530498333333334,datetime.time(12, 52, 55)
-72.71541166666667,-49.53062166666667,datetime.time(12, 53)
-72.71543,-49.53068833333333,datetime.time(12, 53, 3)
-72.71543833333334,-49.530721666666665,datetime.time(12, 53, 5)
-72.71546666666667,-49.53082166666667,datetime.time(12, 53, 9)
-72.71547833333334,-49.53086666666667,datetime.time(12, 53, 11)
-72.71549666666667,-49.53091166666667,datetime.time(12, 53, 13)
-72.71550833333333,-49.53095833333333,datetime.time(12, 53, 15)
-72.71552166666666,-49.53100333333333,datetime.time(12, 53, 17)
-72.71553333333334,-49.53104833333333,datetime.time(12, 53, 19)
-72.71554166666667,-49.531081666666665,datetime.time(12, 53, 21)
-72.71555666666667,-49.53113666666667,datetime.time(12, 53, 23)
-72.71556666666666,-49.53117,datetime.time(12, 53, 25)
-72.71559333333333,-49.531225,datetime.time(12, 53, 27)
-72.71560833333334,-49.531258333333334,datetime.time(12, 53, 29)
-72.71562666666667,-49.531301666666664,datetime.time(12, 53, 31)
-72.71564833333333,-49.53135666666667,datetime.time(12, 53, 33)
-72.71566333333334,-49.53140166666667,datetime.time(12, 53, 35)
-72.71567833333333,-49.531445,datetime.time(12, 53, 37)
-72.71569666666667,-49.53149166666667,datetime.time(12, 53, 39)
-72.71570833333334,-49.53153833333333,datetime.time(12, 53, 41)
-72.715725,-49.53158166666667,datetime.time(12, 53, 43)
-72.71573833333333,-49.531615,datetime.time(12, 53, 45)
-72.71576166666667,-49.53167,datetime.time(12, 53, 47)
-72.71577666666667,-49.531715,datetime.time(12, 53, 49)
-72.71579,-49.53176,datetime.time(12, 53, 51)
