-49.31792400000000000000,-72.42919500000000000000
-49.31795100000000000000,-72.42920300000000000000
-49.31797100000000000000,-72.42920800000000000000
-49.31800400000000000000,-72.42921900000000000000
-49.31803200000000000000,-72.42922500000000000000
-49.31805900000000000000,-72.42923000000000000000
-49.31808700000000000000,-72.42923500000000000000
-49.31811500000000000000,-72.42923900000000000000
-49.31814200000000000000,-72.42924000000000000000
-49.31816900000000000000,-72.42924100000000000000
-49.31819700000000000000,-72.42924100000000000000
-49.31821700000000000000,-72.42924000000000000000
-49.31825000000000000000,-72.42924100000000000000
-49.31827800000000000000,-72.42924300000000000000
-49.31829900000000000000,-72.42924200000000000000
-49.31837300000000000000,-72.42924700000000000000
-49.31841300000000000000,-72.42925800000000000000
-49.31843300000000000000,-72.42926300000000000000
-49.31849300000000000000,-72.42928000000000000000
-49.31852000000000000000,-72.42928700000000000000
-49.31854700000000000000,-72.42929800000000000000
-49.31857500000000000000,-72.42930500000000000000
-49.31860200000000000000,-72.42931300000000000000
-49.31862900000000000000,-72.42932000000000000000
-49.31864900000000000000,-72.42932500000000000000
-49.31868200000000000000,-72.42933400000000000000
-49.31870200000000000000,-72.42934000000000000000
-49.31873500000000000000,-72.42935600000000000000
-49.31875500000000000000,-72.42936500000000000000
-49.31878100000000000000,-72.42937600000000000000
-49.31881400000000000000,-72.42938900000000000000
-49.31884100000000000000,-72.42939800000000000000
-49.31886700000000000000,-72.42940700000000000000
-49.31889500000000000000,-72.42941800000000000000
-49.31892300000000000000,-72.42942500000000000000
-49.31894900000000000000,-72.42943500000000000000
-49.31896900000000000000,-72.42944300000000000000
-49.31900200000000000000,-72.42945700000000000000
-49.31902900000000000000,-72.42946600000000000000
-49.31905600000000000000,-72.42947400000000000000
-49.31908300000000000000,-72.42947900000000000000
-49.31911000000000000000,-72.42948300000000000000
-49.31913800000000000000,-72.42948800000000000000
-49.31916500000000000000,-72.42949200000000000000
-49.31919300000000000000,-72.42949800000000000000
-49.31922000000000000000,-72.42950500000000000000
-49.31924700000000000000,-72.42950900000000000000
-49.31926700000000000000,-72.42951500000000000000
-49.31930000000000000000,-72.42952400000000000000
-49.31932700000000000000,-72.42953200000000000000
-49.31935500000000000000,-72.42954100000000000000
-49.31938200000000000000,-72.42955100000000000000
-49.31940900000000000000,-72.42956000000000000000
-49.31943600000000000000,-72.42957000000000000000
-49.31946300000000000000,-72.42958100000000000000
-49.31949000000000000000,-72.42959100000000000000
-49.31951700000000000000,-72.42960000000000000000
-49.31954400000000000000,-72.42960900000000000000
-49.31956400000000000000,-72.42961600000000000000
-49.31959800000000000000,-72.42962700000000000000
-49.31962500000000000000,-72.42963400000000000000
-49.31965200000000000000,-72.42964100000000000000
-49.31967900000000000000,-72.42965100000000000000
-49.31970500000000000000,-72.42965800000000000000
-49.31973200000000000000,-72.42966700000000000000
-49.31976000000000000000,-72.42967400000000000000
-49.31978700000000000000,-72.42968200000000000000
-49.31981500000000000000,-72.42968900000000000000
-49.31984200000000000000,-72.42969500000000000000
-49.31987000000000000000,-72.42970000000000000000
-49.31989700000000000000,-72.42970400000000000000
-49.31992300000000000000,-72.42971200000000000000
-49.31995000000000000000,-72.42971900000000000000
-49.31997800000000000000,-72.42972600000000000000
-49.32000400000000000000,-72.42973500000000000000
-49.32003100000000000000,-72.42974300000000000000
-49.32005100000000000000,-72.42974900000000000000
-49.32008300000000000000,-72.42976100000000000000
-49.32010400000000000000,-72.42976600000000000000
-49.32013700000000000000,-72.42977500000000000000
-49.32016300000000000000,-72.42978700000000000000
-49.32019000000000000000,-72.42979700000000000000
-49.32021700000000000000,-72.42980800000000000000
-49.32024300000000000000,-72.42981900000000000000
-49.32026900000000000000,-72.42983200000000000000
-49.32029500000000000000,-72.42984600000000000000
-49.32032200000000000000,-72.42985800000000000000
-49.32034200000000000000,-72.42986600000000000000
-49.32037400000000000000,-72.42988300000000000000
-49.32039300000000000000,-72.42989200000000000000
-49.32042500000000000000,-72.42991000000000000000
-49.32045200000000000000,-72.42992400000000000000
-49.32047900000000000000,-72.42993400000000000000
-49.32050700000000000000,-72.42994100000000000000
-49.32053500000000000000,-72.42994800000000000000
-49.32056300000000000000,-72.42995400000000000000
-49.32059100000000000000,-72.42995600000000000000
-49.32061100000000000000,-72.42995800000000000000
-49.32064600000000000000,-72.42995900000000000000
-49.32067400000000000000,-72.42995700000000000000
-49.32070200000000000000,-72.42995500000000000000
-49.32072900000000000000,-72.42996200000000000000
-49.32075700000000000000,-72.42996700000000000000
-49.32078500000000000000,-72.42997500000000000000
-49.32081200000000000000,-72.42998600000000000000
-49.32083200000000000000,-72.42999500000000000000
-49.32086600000000000000,-72.43000700000000000000
-49.32089200000000000000,-72.43001700000000000000
-49.32091900000000000000,-72.43002900000000000000
-49.32094600000000000000,-72.43004000000000000000
-49.32097300000000000000,-72.43005000000000000000
-49.32100000000000000000,-72.43005700000000000000
-49.32102700000000000000,-72.43006300000000000000
-49.32105500000000000000,-72.43006800000000000000
-49.32108300000000000000,-72.43007200000000000000
-49.32111100000000000000,-72.43007400000000000000
-49.32113900000000000000,-72.43007500000000000000
-49.32116600000000000000,-72.43007400000000000000
-49.32119400000000000000,-72.43007300000000000000
-49.32122200000000000000,-72.43007200000000000000
-49.32125000000000000000,-72.43007100000000000000
-49.32127700000000000000,-72.43006800000000000000
-49.32130500000000000000,-72.43006700000000000000
-49.32133200000000000000,-72.43006900000000000000
-49.32136000000000000000,-72.43007300000000000000
-49.32138900000000000000,-72.43007500000000000000
-49.32141000000000000000,-72.43007800000000000000
-49.32144500000000000000,-72.43008700000000000000
-49.32147200000000000000,-72.43009500000000000000
-49.32149900000000000000,-72.43010400000000000000
-49.32152500000000000000,-72.43011300000000000000
-49.32155200000000000000,-72.43012500000000000000
-49.32157800000000000000,-72.43013500000000000000
-49.32160500000000000000,-72.43014200000000000000
